id|notificationreferencenumber|vehicleproperty_vin|vehicleproperty_description_short|nBody|nChas|BrandModel|BrandModel2|BrandModel3|Brand|Brand2
3364|2014-000-001102-700|Z94CU41DADR316076|Hyundai Solaris2014 года выпускацвет белый||||||HYUNDAI|
3365|2014-000-001104-439|RUMA0A18SE0022985|Ssangyong Actyon2014||||||MAZDA|
3366|2014-000-001105-938|SJNFANF15U6484003|NISSAN JUKE2014||||||NISSAN|
3367|2014-000-001109-447|X9WYDBCB0D0000064|Brilliance V52013|||||VOLVO FE|BRILLIANCE|
3368|2014-000-001110-497|XTA217030E0473036|LADA217030 LADA PRIORA2014|||||LADA 2170 PRIORA SEDAN|ATLETIC|
3369|2014-000-001106-631|XTAKS015LE0823363|LADAKSO15L LARGUS2014||||||ATLETIC|
3370|2014-000-001107-687|XTA217230B0174180|LADA217230 LADA PRIORA2011|||||LADA 2172 PRIORA HATCHBACK|ATLETIC|
3371|2014-000-001108-745|JTNBC56E803501406|TOYOTA COROLLA2008||||||LEXUS|
3378|2014-000-001112-447|WBAVW11070A274568|Маркамодель BMW 318Dрегистрационный знак: В646УТ 35год выпуска: 2008кузов WBAVW11070A274568двигатель N47D20Асвидетельство о регистрации ТС 35 20 №022028цве:черный|||||VOLKSWAGEN OTHER|BMW|
3379|2014-000-000664-806/1||экскаватор Э02621В2год выпуска 2011заводской № машины (рамы) У08-03Эдвигатель №613101коробка передач №У085003основной ведущий мост (мосты) У085003цвет многоцветный ПФ-115вид движителя колесныйпаспорт самоходной машины и других видов техники ВЕ 479765выдан Москаленской государственной инспекцией Государственной инспекции Гостехнадзора Омской области 24.05.2012 годаадрес места хранения (парковки): 646070Омская областьМоскаленский районр. п. Москаленкиул. Комсомольская|||||KAMAZ 6460||
3385|2014-000-001115-876|X96275200C0734961|автомобиль марки ГАЗ-2752тип ТС грузовой фургон цельнометаллический (7 мест)категория ТС Bгод изготовления ТС 2012модель№ двигателя 421600С0900259шасси (рама) № отсутствуеткузов №275200С0511601цвет белыйпаспорт транспортного средства 52 НН 992092выдан ООО Автомобильный завод ГАЗ Россия г. Нижний Новгород 06.09.2012 годаадрес места хранения (парковки): 646070Омская областьМоскаленский районр. п. Москаленкиул. Комсомольскаяд.1 а||||GAZ OTHER|KAMAZ 6460|GAZ|
3528|2014-000-001170-498|WDD2120341B027198|Mercedes-Benz E 200||||||MERCEDES-BENZ|
3529|2014-000-001171-541|WDC1660551A397964|Mercedes-Benz ML 300 4MATIC||||||MERCEDES-BENZ|
3530|2014-000-001172-243|WDC2049841G338578|Mercedes-Benz GLK 220 CDI 4MATIC||||||MERCEDES-BENZ|
3386|2014-000-001115-876|X96330202C2507062|автомобиль марки ГАЗ-330202тип ТС грузовой с бортовой платформойкатегория ТС Bгод изготовления ТС 2012модель№ двигателя 421600С1000780шасси (рама) № отсутствуеткузов №330200С0701479цвет белыйпаспорт транспортного средства 52 НО 013850выдан ООО Автомобильный завод ГАЗ Россия г. Нижний Новгород 08.10.2012 годаадрес места хранения (парковки): 646070Омская областьМоскаленский районр. п. Москаленкиул. Комсомольскаяд.1 а||||GAZ OTHER|KAMAZ 6460|GAZ|
3387|2014-000-001115-876|XTA213100C0140062|автомобиль марки LADA 213100модель LADA 4x4тип ТС легковойкатегория ТС Bгод изготовления ТС 2012модель№ двигателя 212149919616шасси (рама) № отсутствуеткузов №ХТА213100С0140062цвет серо-синийпаспорт транспортного средства 63 НО 478474выдан ОАО Автоваз г. Тольятти 01.08.2012 годаадрес места хранения (парковки): 646070Омская областьМоскаленский районр. п. Москаленкиул. Комсомольскаяд.1 а|||||LADA OTHER|ATLETIC|
3388|2014-000-001115-876|X3E350710C0010340|автомобиль марки ГАЗ-САЗ-35071тип ТС грузовая самосвалкатегория ТС Сгод изготовления ТС 2012модель№ двигателя Д2457Е3700822шасси (рама) №X96330900C1020568кузов №330700C0201563цвет белыйпаспорт транспортного средства 13 НН 076175выдан ОАО Саранский завод автосамосвалов г. Саранск 14.06.2012 годаадрес места хранения (парковки): 646070Омская областьМоскаленский районр. п. Москаленкиул. Комсомольскаяд.1 а||||GAZ OTHER|UAZ 3309|GAZ|
3389|2014-000-001116-031||Эксковатор роторный ЭТР - 224 А на базе трактора Т- 170Мгод выпуска - 1989заводской номер машины - 38201двигатель № - 297837цвет - желтыйвид движителя - гусеничныймощность кВт(л.с) - 125(170)паспорт самоходной машины - АА 824404 выдан 28.09.2000 г.|||||IZH OTHER||
3390|2014-000-001116-031||Эксковатор ЭО-33211год выпуска - 2003заводской номер машины-15двигатель № - 20102920коробка передач - 07.03.2003цвет - оранжевыйвид движителя - колесныймощность двигателя кВт (л.с) - 110(150)паспорт самоходной машины ВА 825365 выдан 08.05.2003|||||IZH OTHER||
3391|2014-000-001116-031||Трактор с бульдозерным и рыхлительным оборудованием Б10М1111-ЕНгод выпуска - 2005заводской номер машины - 35470двигатель № - 20128коробка передач № - 50073основной ведущий мост - 04.12-113цвет - желтыйэмаль АС1247вид движителя - гусеничныймощность двигателя -кВт(л.с) - 125 (170)паспорт транспортного средства ВВ 322237 выдан 22.02.2005|||||IZH OTHER||
3392|2014-000-001116-031||Экскаватор ЕК-12год изготовления - 2005 г.заводской номер машины - 1813(15)двигатель № - 633866коробка передач № - 5880основной ведущий мост № - 538198цвет - серо-желтыйвид движителя - колесныймощность двигателя кВт(л.с.) - 596(81)паспорт транспортного средства ВВ 443110 выдан 04.02.2005 г|||||KAMAZ 4311||
3393|2014-000-001119-542|WDD2050401F026985|Mercedes-Benz C 180||||||MERCEDES-BENZ|
3394|2014-000-001118-792|WDC2049841G340727|Mercedes-Benz GLK 220 CDI 4MATIC||||||MERCEDES-BENZ|
3395|2014-000-001117-458|WDC1660241A405712|Mercedes-Benz ML 350 BLUETEC 4MATIC||||||MERCEDES-BENZ|
3396|2014-000-001123-444|WDC2049901G346231|Mercedes-Benz GLK 300 4MATIC||||||MERCEDES-BENZ|
3397|2014-000-001127-178|WDD2050401F049301|Mercedes-Benz C 180||||||MERCEDES-BENZ|
3398|2014-000-001120-164|WDC1569461J025068|Mercedes-Benz GLA 250 4MATIC||||||MERCEDES-BENZ|
3399|2014-000-001124-663|WDC1569461J028923|Mercedes-Benz GLA 250 4MATIC||||||MERCEDES-BENZ|
3400|2014-000-001121-858|WDD2073341F284032|Mercedes-Benz E 200||||||MERCEDES-BENZ|
3401|2014-000-001125-365|WDD2120341B009449|Mercedes-Benz E 200||||||MERCEDES-BENZ|
3402|2014-000-001122-901|WDD2050401F019985|Mercedes-Benz C 180||||||MERCEDES-BENZ|
3403|2014-000-001126-669|WDD2120021A806865|Mercedes-Benz E 220 CDI||||||MERCEDES-BENZ|
3404|2014-000-001131-703|WDD1173431N099216|Mercedes-Benz CLA 200||||||MERCEDES-BENZ|
3405|2014-000-001132-922|WDD2050401F042160|Mercedes-Benz C 180||||||MERCEDES-BENZ|
3406|2014-000-001128-861|WDD2050401F047004|Mercedes-Benz C 180||||||MERCEDES-BENZ|
3407|2014-000-001129-563|WDC1668241A423376|Mercedes-Benz GL 350 BLUETEC 4MATIC||||||MERCEDES-BENZ|
3408|2014-000-001130-170|WDD2050401F016379|Mercedes-Benz C 180||||||MERCEDES-BENZ|
3409|2014-000-001133-959||ЭКСКАВАТОР ЦЕПНОЙ ЭЦ-18002013 года выпусказаводской № машины (рамы) 049-(808160920)двигатель №772297коробка передач №470863основной ведущий мост (мосты) №113189-04 (769870)цвет синийгос. регистрационный знак 72 ТА 27 03паспорт самоходной машины ТТ 280908|||||GKB 8160||
3442|2014-000-001135-070|XLRTE47MS0E898711|Грузовой-тягач седельный DAF XF 105.4602011 г.в.||||||DAF|
3443|2014-000-001136-976|WAUZZZ4G4CN108196|Новый автомобиль AUDI A7||||||AUDI|
3444|2014-000-001136-976|WAUZZZ4GXDN065226|Новый автомобиль AUDI A6||||||AUDI|
3445|2014-000-001136-976|WAUZZZ8T6DA052441|Новый автомобиль AUDI A5||||||AUDI|
3446|2014-000-001136-976|WAUZZZ8X7EB045268|Новый автомобиль AUDI A1 SPORTBACK||||||AUDI|
3447|2014-000-001136-976|WAUZZZ8V6DA067992|Новый автомобиль AUDI A3||||||AUDI|
3448|2014-000-001136-976|WAUZZZ8T4DA047707|Новый автомобиль AUDI A5||||||AUDI|
3449|2014-000-001136-976|WAUZZZ8V6DA074750|Новый автомобиль AUDI A3||||||AUDI|
3450|2014-000-001136-976|WAUZZZ8KXEA009648|Новый автомобиль AUDI A4||||||AUDI|
3451|2014-000-001136-976|WAUZZZ8T4EA034246|Новый автомобиль AUDI A5||||||AUDI|
3452|2014-000-001136-976|WAUZZZ8V6E1003694|Новый автомобиль AUDI A3||||||AUDI|
3453|2014-000-001136-976|WAUZZZ8V0E1007451|Новый автомобиль AUDI A3||||||AUDI|
3454|2014-000-001137-428|XW8ZZZ16ZEN902744|VOLKSWAGEN JETTA2014||||||AUDI|
3455|2014-000-001140-834|SALFA2BB7BH228611|LAND ROVER FREELANDER 22010||||||LAND ROVER|
3499|2014-000-001138-647|XTA213100E0160644|LADA213100 LADA 4x42014|||||LADA 4X4 5-DOOR|ATLETIC|
3500|2014-000-001139-974|SB1KV56E20F053567|TOYOTA AURIS2008||||||TOYOTA|
3501|2014-000-001144-949|XWEHN512BE0015990|Автомобиль марка/модель Kia Cee'dномер двигателя G4FGDZ765288государственный регистрационный знак М108ТС152Свидетельство о регистрации ТС 52 13 № 084606ПТС 39 НТ 330434 от 12.10.2013г.||||||GENESIS|
3502|2014-000-001145-602|XTA219010E0287511|LADA219010 LADA GRANTA2014|||||LADA 2190 GRANTA SEDAN|ATLETIC|
3503|2014-000-001146-075|XTA219010E0282953|LADA219010 LADA GRANTA2014|||||LADA 2190 GRANTA SEDAN|ATLETIC|
3504|2014-000-001147-190|JMBSNCY1ACU001993|Автомобиль||||||MAZDA|
3505|2014-000-001148-600|Z783009NAE0014757|Автомобиль||||||GAZ|
3506|2014-000-001149-302|XU42824PEE0001215|Автомобиль||||||AVTOMASH|
3507|2014-000-001150-352|JTDBZ28E000077977|Автомобиль||||||LEXUS|
3508|2014-000-001151-887|XU42824DJE0001213|Автомобиль||||||AVTOMASH|
3509|2014-000-001152-697|JTNBV58E60J099291|Автомобиль||||||LEXUS|
3510|2014-000-001153-399|ZFA25000001255204|Автомобиль||||||FIAT|
3511|2014-000-001156-895|W0L0SDL6874255691|Автомобиль||||||OPEL|
3512|2014-000-001154-256|VSA63829413426467|Автомобиль||||||MERCEDES-BENZ|
3513|2014-000-001155-110|JTNBE40K703134338|Автомобиль||||||LEXUS|
3514|2014-000-001157-402|X9F4XXEED47S04296|марка: FORD ФОРД «ФОКУС» наименование: Легковой категория: В год выпуска: 2007 модель№ двигателя AODA 7S04296 шасси №: отсутствует № кузова: X9F4XXEED47S04296 цвет: черный ПТС: 47 МН 136863 рег. знак: М098НК123 св-во о рег. 2310 871145 выдано: МРЭО №1ГИБДД ГУ МВД России по Краснодарскому краю27.11.2013||||FORD OTHER|GAZ 2310|FORD|
3515|2014-000-001158-532|XLRTE85MC0E917098|Грузовой - Тягач Седельный DAF FT CF 85.360цвет белыйгод выпуска 2011тип двигателя дизельныймодель MX 265UI. № двигателя А074598государственный регистрационный знак Т 042 УН 102ПСМ 77 УР 893339 от 20.07.2011свидетельство о регистрации 02 ХК 358539||||||DAF|
3516|2014-000-001159-910|WDC2049901G331718|Mercedes-Benz GLK 300 4MATIC||||||MERCEDES-BENZ|
3517|2014-000-001160-585|WDD1760421V005442|Mercedes-Benz A180||||||MERCEDES-BENZ|
3518|2014-000-001165-536|WDD2050401F004238|Mercedes-Benz C 180||||||MERCEDES-BENZ|
3519|2014-000-001166-596|WDD2050451F040643|Mercedes-Benz C 250||||||MERCEDES-BENZ|
3520|2014-000-001167-298|WDD2050451F042757|Mercedes-Benz C 250||||||MERCEDES-BENZ|
3521|2014-000-001161-865|WDD2120341B030321|Mercedes-Benz E 200||||||MERCEDES-BENZ|
3522|2014-000-001162-097|WDC1668241A415398|Mercedes-Benz GL 350 BLUETEC 4MATIC||||||MERCEDES-BENZ|
3523|2014-000-001163-780|WDD2050401F046566|Mercedes-Benz C 180||||||MERCEDES-BENZ|
3524|2014-000-001164-834|WDD2163741A032006|Mercedes-Benz CL 63 AMG||||||MERCEDES-BENZ|
3525|2014-000-001173-937|WDD2073341F280504|Mercedes-Benz E 200||||||MERCEDES-BENZ|
